149.935262	141.8618248	43.82723043	50.74731944
430.1988671	382.9115922	1101.447502	1026.479871
327.55088	174.1555735	358.6912806	380.6048958
409.4386	289.4903905	219.1361521	209.9093668
120.0090158	138.8339594	44.9805786	66.89419381
470.6235913	382.3816679	1364.410884	1110.674287
358.8504884	178.8369647	385.2182885	437.1189561
377.675432	261.1960932	237.5897228	245.66316
142.709058	149.7275362	61.12745296	64.58749747
498.3119565	428.1271739	1468.212219	1136.047947
307.6432971	161.425	415.2053409	426.7388226
382.5070652	293.6063406	228.3629375	232.9763302
137.8291139	127.6613924	62.28080113	98.03459438
450.7689873	380.7246835	1735.788995	1465.905523
329.8860759	140.0886076	375.9915031	431.3522153
334.4050633	249.6740506	280.2636051	279.1102569
109.2828021	98.24413525	71.50758649	69.20089015
437.1312085	360.9644071	1990.67894	1580.086992
296.9401391	141.2949361	446.3457415	424.4321262
319.0174729	220.7733376	244.5098119	229.5162857
134.9591181	158.0009187	70.35423832	72.66093466
466.3221559	352.2103813	2072.56666	1708.108638
309.4184658	133.8618895	457.8792231	461.3392677
309.4184658	207.3762058	267.5767752	244.5098119
144.7411303	130.3775067	74.96763099	93.4212017
520.4051325	378.9786846	2290.549464	1930.704835
304.9507783	120.4334595	514.3932834	502.8598017
297.2165194	195.56626	318.3240947	312.5573538
101.0773167	138.1389994	57.66740846	83.04106818
493.032689	391.9553724	2318.22982	1938.778272
283.0164866	148.2467311	521.3133724	531.693506
287.5088118	172.9545196	292.950435	299.870524
162.2598025	158.948378	64.58749747	99.18794255
490.0908322	413.9280677	2348.216872	1845.357071
269.3291961	130.2493653	555.9138175	506.3198462
259.3949224	172.1940762	297.5638276	311.4040057
141.4993289	186.1260403	88.80780902	81.88772001
508.3091275	441.9132886	2379.357273	2004.519118
276.4679195	143.6762416	617.0412705	553.6071212
253.6103356	171.9761074	295.2571313	321.7841392
141.4656173	146.9487808	58.82075663	78.4276755
531.8668559	427.6867501	2473.931823	2021.81934
336.6662366	154.6252097	648.181671	643.5682784
268.6750097	198.4905174	373.6848068	320.630791
