Description: This is a version of the input file 'infimm1.txt'`used with the
             TB`IBM.`It specifies the probabilities of various disease states
             for migrants upon entry to the UK.`This version is ARImed,`
             and was constructed using the ARI`method for 'infimm',`using
             mid-value ARIs`for ONUK,`UK,`and SSA-born.
             for UK-born.
Label a:     Age in years
Label s:`    Sex, 0=male, 1=female
Label r:`    Region of birth, 0=ONUK-born, 1=UK-born, 2=SSA-born
Label y:`    Array index for year (0=1981)
Label q:`    Disease state, cumlative`probabilities where 0=Always 0,
             1=Uninfected, 2=Immune, 3=Recent Infection, 4=Latent Infection,
             5=Reinfection, 6=Primary Disease, 7=Reactivation Disease,
             8=Reinfection Disease

|a   |s |r |y  |q0 |q1          |q2          |q3          |q4          |q5          |q6          |q7          |q8
|109 |0 |1 | 6 | 0 |0.000610078 |0.000610078 |0.000636149 |0.958158045 |0.999923762 |0.999923819 |0.999946159 | 1
|110 |0 |1 | 6 | 0 |0.000488856 |0.000488856 |0.000509747 |0.958152662 |0.999923762 |0.999923808 |0.999946151 | 1
|111 |0 |1 | 6 | 0 |0.000391721 |0.000391721 |0.00040846  |0.958148348 |0.999923762 |0.999923799 |0.999946144 | 1
|112 |0 |1 | 6 | 0 |0.000313886 |0.000313886 |0.0003273   |0.958144892 |0.999923762 |0.999923791 |0.999946139 | 1
|113 |0 |1 | 6 | 0 |0.000251517 |0.000251517 |0.000262266 |0.958142122 |0.999923762 |0.999923786 |0.999946135 | 1
|114 |0 |1 | 6 | 0 |0.000201541 |0.000201541 |0.000210154 |0.958139903 |0.999923762 |0.999923781 |0.999946132 | 1
|115 |0 |1 | 6 | 0 |0.000161495 |0.000161495 |0.000168396 |0.958138124 |0.999923762 |0.999923777 |0.999946129 | 1
|116 |0 |1 | 6 | 0 |0.000129406 |0.000129406 |0.000134936 |0.958136699 |0.999923762 |0.999923774 |0.999946127 | 1
|117 |0 |1 | 6 | 0 |0.000103693 |0.000103693 |0.000108124 |0.958135558 |0.999923762 |0.999923772 |0.999946125 | 1
|118 |0 |1 | 6 | 0 |8.30895E-05 |8.30895E-05 |8.66402E-05 |0.958134643 |0.999923762 |0.99992377  |0.999946124 | 1
|119 |0 |1 | 6 | 0 |6.65797E-05 |6.65797E-05 |6.94249E-05 |0.958133909 |0.999923762 |0.999923769 |0.999946123 | 1
|120 |0 |1 | 6 | 0 |5.33504E-05 |5.33504E-05 |5.56302E-05 |0.958133322 |0.999923762 |0.999923767 |0.999946122 | 1
|  0 |1 |1 | 6 | 0 |0.995819709 |0.995819709 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  1 |1 |1 | 6 | 0 |0.987502795 |0.987502795 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  2 |1 |1 | 6 | 0 |0.979255343 |0.979255343 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  3 |1 |1 | 6 | 0 |0.971076772 |0.971076772 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  4 |1 |1 | 6 | 0 |0.962966507 |0.962966507 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  5 |1 |1 | 6 | 0 |0.954923978 |0.954923978 |0.99574354  |0.999901961 |0.999923762 |0.999999931 |0.999999931 | 1
|  6 |1 |1 | 6 | 0 |0.946948618 |0.946948618 |0.987426904 |0.99981501  |0.999923762 |0.999999653 |0.999999653 | 1
|  7 |1 |1 | 6 | 0 |0.939039867 |0.939039867 |0.97917995  |0.999659109 |0.999923762 |0.999999155 |0.999999155 | 1
|  8 |1 |1 | 6 | 0 |0.931197169 |0.931197169 |0.971002093 |0.999434831 |0.999923762 |0.999998441 |0.999998441 | 1
|  9 |1 |1 | 6 | 0 |0.923419971 |0.923419971 |0.962892749 |0.99914274  |0.999923762 |0.99999752  |0.99999752  | 1
| 10 |1 |1 | 6 | 0 |0.915707728 |0.915707728 |0.954849452 |0.998803302 |0.999923762 |0.999998288 |0.999998366 | 1
| 11 |1 |1 | 6 | 0 |0.908059896 |0.908059896 |0.946872558 |0.998461545 |0.999923762 |0.999999822 |0.999999998 | 1
| 12 |1 |1 | 6 | 0 |0.900475937 |0.900475937 |0.938963835 |0.998124261 |0.999923762 |0.999999795 |0.999999997 | 1
| 13 |1 |1 | 6 | 0 |0.892955318 |0.892955318 |0.931121165 |0.997789795 |0.999923762 |0.999999766 |0.999999997 | 1
| 14 |1 |1 | 6 | 0 |0.88549751  |0.88549751  |0.923343996 |0.997458121 |0.999923762 |0.999999738 |0.999999996 | 1
| 15 |1 |1 | 6 | 0 |0.878101988 |0.878101988 |0.915631781 |0.997129218 |0.999923762 |0.99999971  |0.999999996 | 1
| 16 |1 |1 | 6 | 0 |0.870768232 |0.870768232 |0.907983977 |0.996803062 |0.999923762 |0.999999681 |0.999999995 | 1
| 17 |1 |1 | 6 | 0 |0.863495727 |0.863495727 |0.900400047 |0.99647963  |0.999923762 |0.999999652 |0.999999995 | 1
| 18 |1 |1 | 6 | 0 |0.85628396  |0.85628396  |0.892879457 |0.996158899 |0.999923762 |0.999999623 |0.999999994 | 1
| 19 |1 |1 | 6 | 0 |0.849132425 |0.849132425 |0.885421679 |0.995840847 |0.999923762 |0.999999593 |0.999999994 | 1
| 20 |1 |1 | 6 | 0 |0.842040618 |0.842040618 |0.878026186 |0.995525451 |0.999923762 |0.999999564 |0.999999993 | 1
| 21 |1 |1 | 6 | 0 |0.83500804  |0.83500804  |0.870692461 |0.995212689 |0.999923762 |0.999999534 |0.999999993 | 1
| 22 |1 |1 | 6 | 0 |0.828034198 |0.828034198 |0.863419985 |0.994902539 |0.999923762 |0.999999504 |0.999999992 | 1
| 23 |1 |1 | 6 | 0 |0.8211186   |0.8211186   |0.856208249 |0.99459498  |0.999923762 |0.999999474 |0.999999992 | 1
| 24 |1 |1 | 6 | 0 |0.81426076  |0.81426076  |0.849056744 |0.994289989 |0.999923762 |0.999999443 |0.999999991 | 1
| 25 |1 |1 | 6 | 0 |0.807460195 |0.807460195 |0.841964968 |0.993987546 |0.999923762 |0.999999412 |0.999999991 | 1
| 26 |1 |1 | 6 | 0 |0.800716427 |0.800716427 |0.834932422 |0.993687628 |0.999923762 |0.999999381 |0.99999999  | 1
| 27 |1 |1 | 6 | 0 |0.794028982 |0.794028982 |0.827958611 |0.993390216 |0.999923762 |0.99999935  |0.999999989 | 1
| 28 |1 |1 | 6 | 0 |0.78739739  |0.78739739  |0.821043044 |0.993095287 |0.999923762 |0.999999318 |0.999999989 | 1
| 29 |1 |1 | 6 | 0 |0.780821183 |0.780821183 |0.814185235 |0.992802822 |0.999923762 |0.999999287 |0.999999988 | 1
| 30 |1 |1 | 6 | 0 |0.7742999   |0.7742999   |0.807384702 |0.992512799 |0.999923762 |0.999999255 |0.999999988 | 1
| 31 |1 |1 | 6 | 0 |0.767833081 |0.767833081 |0.800640967 |0.992225199 |0.999923762 |0.999999223 |0.999999987 | 1
| 32 |1 |1 | 6 | 0 |0.761420273 |0.761420273 |0.793953555 |0.99194     |0.999923762 |0.99999919  |0.999999987 | 1
| 33 |1 |1 | 6 | 0 |0.754586827 |0.754586827 |0.786827494 |0.991636094 |0.999923762 |0.999999155 |0.999999986 | 1
| 34 |1 |1 | 6 | 0 |0.746802942 |0.746802942 |0.778710295 |0.99128992  |0.999923762 |0.999999114 |0.999999985 | 1
| 35 |1 |1 | 6 | 0 |0.737948445 |0.737948445 |0.769476642 |0.990896131 |0.999923762 |0.999999067 |0.999999984 | 1
| 36 |1 |1 | 6 | 0 |0.727891802 |0.727891802 |0.758989367 |0.99044888  |0.999923762 |0.999999012 |0.999999983 | 1
| 37 |1 |1 | 6 | 0 |0.716490325 |0.716490325 |0.747099672 |0.989941819 |0.999923762 |0.999998947 |0.999999982 | 1
| 38 |1 |1 | 6 | 0 |0.703590911 |0.703590911 |0.733647901 |0.98936814  |0.999923762 |0.999998872 |0.999999981 | 1
| 39 |1 |1 | 6 | 0 |0.68976578  |0.68976578  |0.719230776 |0.988753291 |0.999923762 |0.999998789 |0.999999979 | 1
| 40 |1 |1 | 6 | 0 |0.675662322 |0.675662322 |0.70452341  |0.988126065 |0.999923762 |0.9999987   |0.999999978 | 1
| 41 |1 |1 | 6 | 0 |0.661286638 |0.661286638 |0.689532164 |0.987486732 |0.999923762 |0.999998607 |0.999999976 | 1
| 42 |1 |1 | 6 | 0 |0.646645887 |0.646645887 |0.674264506 |0.98683561  |0.999923762 |0.999998507 |0.999999974 | 1
| 43 |1 |1 | 6 | 0 |0.631748338 |0.631748338 |0.658729057 |0.986173068 |0.999923762 |0.999998401 |0.999999973 | 1
| 44 |1 |1 | 6 | 0 |0.616603416 |0.616603416 |0.642935649 |0.985499524 |0.999923762 |0.999998289 |0.99999997  | 1
| 45 |1 |1 | 6 | 0 |0.601221749 |0.601221749 |0.626895363 |0.984815452 |0.999923762 |0.999998169 |0.999999968 | 1
| 46 |1 |1 | 6 | 0 |0.585615209 |0.585615209 |0.610620583 |0.984121379 |0.999923762 |0.999998042 |0.999999966 | 1
| 47 |1 |1 | 6 | 0 |0.569796951 |0.569796951 |0.594125025 |0.983417891 |0.999923762 |0.999997906 |0.999999964 | 1
| 48 |1 |1 | 6 | 0 |0.553781443 |0.553781443 |0.577423779 |0.98270563  |0.999923762 |0.999997762 |0.999999961 | 1
| 49 |1 |1 | 6 | 0 |0.537584495 |0.537584495 |0.560533333 |0.9819853   |0.999923762 |0.999997607 |0.999999958 | 1
| 50 |1 |1 | 6 | 0 |0.521223279 |0.521223279 |0.543471594 |0.981257665 |0.999923762 |0.999997442 |0.999999955 | 1
| 51 |1 |1 | 6 | 0 |0.504716337 |0.504716337 |0.526257899 |0.980523549 |0.999923762 |0.999997265 |0.999999952 | 1
| 52 |1 |1 | 6 | 0 |0.488083588 |0.488083588 |0.508913022 |0.979783838 |0.999923762 |0.999997076 |0.999999949 | 1
| 53 |1 |1 | 6 | 0 |0.471346317 |0.471346317 |0.491459161 |0.979039479 |0.999923762 |0.999996873 |0.999999945 | 1
| 54 |1 |1 | 6 | 0 |0.454527162 |0.454527162 |0.473919923 |0.978291479 |0.999923762 |0.999996656 |0.999999941 | 1
| 55 |1 |1 | 6 | 0 |0.437650079 |0.437650079 |0.456320293 |0.977540902 |0.999923762 |0.999996422 |0.999999937 | 1
| 56 |1 |1 | 6 | 0 |0.420740299 |0.420740299 |0.438686584 |0.976788872 |0.999923762 |0.999996171 |0.999999933 | 1
| 57 |1 |1 | 6 | 0 |0.403824276 |0.403824276 |0.421046383 |0.976036565 |0.999923762 |0.999995901 |0.999999928 | 1
| 58 |1 |1 | 6 | 0 |0.386929608 |0.386929608 |0.403428472 |0.975285207 |0.999923762 |0.99999561  |0.999999923 | 1
| 59 |1 |1 | 6 | 0 |0.370084952 |0.370084952 |0.385862738 |0.974536074 |0.999923762 |0.999995295 |0.999999917 | 1
| 60 |1 |1 | 6 | 0 |0.353319919 |0.353319919 |0.368380063 |0.973790483 |0.999923762 |0.999994956 |0.999999911 | 1
| 61 |1 |1 | 6 | 0 |0.336664954 |0.336664954 |0.351012196 |0.973049788 |0.999923762 |0.999994589 |0.999999904 | 1
| 62 |1 |1 | 6 | 0 |0.320151195 |0.320151195 |0.333791613 |0.972315372 |0.999923762 |0.999994192 |0.999999897 | 1
| 63 |1 |1 | 6 | 0 |0.303810314 |0.303810314 |0.316751346 |0.971588646 |0.999923762 |0.999993761 |0.99999989  | 1
| 64 |1 |1 | 6 | 0 |0.28767435  |0.28767435  |0.299924807 |0.970871034 |0.999923762 |0.999993294 |0.999999881 | 1
| 65 |1 |1 | 6 | 0 |0.271775509 |0.271775509 |0.283345588 |0.970163968 |0.999923762 |0.999992787 |0.999999872 | 1
| 66 |1 |1 | 6 | 0 |0.256145965 |0.256145965 |0.267047242 |0.96946888  |0.999923762 |0.999992235 |0.999999862 | 1
| 67 |1 |1 | 6 | 0 |0.240817629 |0.240817629 |0.251063052 |0.968787188 |0.999923762 |0.999991635 |0.999999851 | 1
| 68 |1 |1 | 6 | 0 |0.225821919 |0.225821919 |0.235425788 |0.96812029  |0.999923762 |0.99999098  |0.99999984  | 1
| 69 |1 |1 | 6 | 0 |0.211189509 |0.211189509 |0.22016744  |0.967469551 |0.999923762 |0.999990267 |0.999999827 | 1
| 70 |1 |1 | 6 | 0 |0.196950069 |0.196950069 |0.205318958 |0.966836289 |0.999923762 |0.999989489 |0.999999813 | 1
| 71 |1 |1 | 6 | 0 |0.183132003 |0.183132003 |0.190909967 |0.966221768 |0.999923762 |0.99998864  |0.999999798 | 1
| 72 |1 |1 | 6 | 0 |0.169762182 |0.169762182 |0.176968495 |0.965627184 |0.999923762 |0.999987712 |0.999999781 | 1
| 73 |1 |1 | 6 | 0 |0.156865668 |0.156865668 |0.163520687 |0.965053651 |0.999923762 |0.999986699 |0.999999763 | 1
| 74 |1 |1 | 6 | 0 |0.14446546  |0.14446546  |0.150590532 |0.964502192 |0.999923762 |0.999985592 |0.999999743 | 1
| 75 |1 |1 | 6 | 0 |0.13258223  |0.13258223  |0.138199598 |0.963973726 |0.999923762 |0.999984382 |0.999999722 | 1
| 76 |1 |1 | 6 | 0 |0.121234085 |0.121234085 |0.126366776 |0.96346906  |0.999923762 |0.999983063 |0.999999698 | 1
| 77 |1 |1 | 6 | 0 |0.110436341 |0.110436341 |0.115108044 |0.962988874 |0.999923762 |0.999981624 |0.999999672 | 1
| 78 |1 |1 | 6 | 0 |0.10020132  |0.10020132  |0.104436264 |0.962533716 |0.999923762 |0.999980057 |0.999999644 | 1
| 79 |1 |1 | 6 | 0 |0.090538182 |0.090538182 |0.094360993 |0.962103994 |0.999923762 |0.999978355 |0.999999614 | 1
| 80 |1 |1 | 6 | 0 |0.08145278  |0.08145278  |0.084888343 |0.961699969 |0.999923762 |0.99997651  |0.999999581 | 1
| 81 |1 |1 | 6 | 0 |0.07294756  |0.07294756  |0.07602087  |0.961321749 |0.999923762 |0.999974517 |0.999999545 | 1
| 82 |1 |1 | 6 | 0 |0.065021503 |0.065021503 |0.067757513 |0.960969289 |0.999923762 |0.999972373 |0.999999507 | 1
| 83 |1 |1 | 6 | 0 |0.057670106 |0.057670106 |0.06009358  |0.960642389 |0.999923762 |0.999970078 |0.999999466 | 1
| 84 |1 |1 | 6 | 0 |0.050885424 |0.050885424 |0.05302078  |0.960340695 |0.999923762 |0.999967635 |0.999999422 | 1
| 85 |1 |1 | 6 | 0 |0.044656148 |0.044656148 |0.04652731  |0.960063704 |0.999923762 |0.999965052 |0.999999376 | 1
| 86 |1 |1 | 6 | 0 |0.038967746 |0.038967746 |0.040598003 |0.95981077  |0.999923762 |0.999962345 |0.999999328 | 1
| 87 |1 |1 | 6 | 0 |0.033852026 |0.033852026 |0.035265981 |0.959583307 |0.999923762 |0.99995956  |0.999999278 | 1
| 88 |1 |1 | 6 | 0 |0.029317241 |0.029317241 |0.030539794 |0.95938168  |0.999923762 |0.999956754 |0.999999228 | 1
| 89 |1 |1 | 6 | 0 |0.025309813 |0.025309813 |0.02636354  |0.959203506 |0.999923762 |0.999953957 |0.999999178 | 1
| 90 |1 |1 | 6 | 0 |0.021779591 |0.021779591 |0.022684891 |0.959046555 |0.999923762 |0.999951199 |0.999999128 | 1
| 91 |1 |1 | 6 | 0 |0.018679795 |0.018679795 |0.019455031 |0.958908745 |0.999923762 |0.99994851  |0.99999908  | 1
| 92 |1 |1 | 6 | 0 |0.015966944 |0.015966944 |0.016628592 |0.958788141 |0.999923762 |0.999945918 |0.999999034 | 1
| 93 |1 |1 | 6 | 0 |0.013600775 |0.013600775 |0.014163559 |0.958682954 |0.999923762 |0.999943448 |0.99999899  | 1
| 94 |1 |1 | 6 | 0 |0.011544138 |0.011544138 |0.01202117  |0.95859153  |0.999923762 |0.999941121 |0.999998948 | 1
| 95 |1 |1 | 6 | 0 |0.009762885 |0.009762885 |0.010165799 |0.958512351 |0.999923762 |0.999938955 |0.999998909 | 1
| 96 |1 |1 | 6 | 0 |0.008225749 |0.008225749 |0.008564829 |0.958444025 |0.999923762 |0.99993696  |0.999998874 | 1
| 97 |1 |1 | 6 | 0 |0.006904212 |0.006904212 |0.007188512 |0.958385284 |0.999923762 |0.999935144 |0.999998841 | 1
| 98 |1 |1 | 6 | 0 |0.005772365 |0.005772365 |0.006009829 |0.958334976 |0.999923762 |0.999933507 |0.999998812 | 1
| 99 |1 |1 | 6 | 0 |0.004806766 |0.004806766 |0.005004337 |0.958292059 |0.999923762 |0.999932047 |0.999998786 | 1
|100 |1 |1 | 6 | 0 |0.00398629  |0.00398629  |0.004150013 |0.958255593 |0.999923762 |0.999930757 |0.999998763 | 1
|101 |1 |1 | 6 | 0 |0.003291984 |0.003291984 |0.0034271   |0.958224735 |0.999923762 |0.999929629 |0.999998742 | 1
|102 |1 |1 | 6 | 0 |0.002706912 |0.002706912 |0.00281795  |0.958198732 |0.999923762 |0.99992865  |0.999998725 | 1
|103 |1 |1 | 6 | 0 |0.00221601  |0.00221601  |0.002306866 |0.958176915 |0.999923762 |0.999927809 |0.99999871  | 1
|104 |1 |1 | 6 | 0 |0.001805937 |0.001805937 |0.001879949 |0.958158691 |0.999923762 |0.999927092 |0.999998697 | 1
|105 |1 |1 | 6 | 0 |0.001464931 |0.001464931 |0.001524946 |0.958143536 |0.999923762 |0.999926485 |0.999998686 | 1
|106 |1 |1 | 6 | 0 |0.001182674 |0.001182674 |0.001231111 |0.958130992 |0.999923762 |0.999925975 |0.999998677 | 1
|107 |1 |1 | 6 | 0 |0.000950154 |0.000950154 |0.000989058 |0.958120659 |0.999923762 |0.99992555  |0.999998669 | 1
|108 |1 |1 | 6 | 0 |0.000761359 |0.000761359 |0.000792526 |0.958112268 |0.999923762 |0.999925201 |0.999998663 | 1
|109 |1 |1 | 6 | 0 |0.000610078 |0.000610078 |0.000635048 |0.958105546 |0.999923762 |0.999924919 |0.999998658 | 1
|110 |1 |1 | 6 | 0 |0.000488856 |0.000488856 |0.000508862 |0.958100158 |0.999923762 |0.999924692 |0.999998654 | 1
|111 |1 |1 | 6 | 0 |0.000391721 |0.000391721 |0.00040775  |0.958095842 |0.999923762 |0.999924509 |0.999998651 | 1
|112 |1 |1 | 6 | 0 |0.000313886 |0.000313886 |0.000326729 |0.958092383 |0.999923762 |0.999924362 |0.999998648 | 1
|113 |1 |1 | 6 | 0 |0.000251517 |0.000251517 |0.000261808 |0.958089611 |0.999923762 |0.999924244 |0.999998646 | 1
|114 |1 |1 | 6 | 0 |0.000201541 |0.000201541 |0.000209786 |0.95808739  |0.999923762 |0.999924148 |0.999998644 | 1
|115 |1 |1 | 6 | 0 |0.000161495 |0.000161495 |0.000168102 |0.958085611 |0.999923762 |0.999924072 |0.999998643 | 1
|116 |1 |1 | 6 | 0 |0.000129406 |0.000129406 |0.0001347   |0.958084185 |0.999923762 |0.999924011 |0.999998642 | 1
|117 |1 |1 | 6 | 0 |0.000103693 |0.000103693 |0.000107935 |0.958083042 |0.999923762 |0.999923961 |0.999998641 | 1
|118 |1 |1 | 6 | 0 |8.30895E-05 |8.30895E-05 |8.64883E-05 |0.958082126 |0.999923762 |0.999923922 |0.99999864  | 1
|119 |1 |1 | 6 | 0 |6.65797E-05 |6.65797E-05 |6.93031E-05 |0.958081393 |0.999923762 |0.99992389  |0.99999864  | 1
|120 |1 |1 | 6 | 0 |5.33504E-05 |5.33504E-05 |5.55326E-05 |0.958080805 |0.999923762 |0.999923865 |0.999998639 | 1
|  0 |0 |1 | 7 | 0 |0.995819709 |0.995819709 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  1 |0 |1 | 7 | 0 |0.987502795 |0.987502795 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  2 |0 |1 | 7 | 0 |0.979255343 |0.979255343 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  3 |0 |1 | 7 | 0 |0.971076772 |0.971076772 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  4 |0 |1 | 7 | 0 |0.962966507 |0.962966507 |0.999923762 |0.999923762 |0.999923762 |1.          |1.          | 1
|  5 |0 |1 | 7 | 0 |0.954923978 |0.954923978 |0.995743548 |0.999901951 |0.999923762 |0.999999923 |0.999999941 | 1
|  6 |0 |1 | 7 | 0 |0.946948618 |0.946948618 |0.987426917 |0.999814888 |0.999923762 |0.999999641 |0.999999776 | 1
|  7 |0 |1 | 7 | 0 |0.939039867 |0.939039867 |0.979179853 |0.999658705 |0.999923762 |0.999999253 |0.99999956  | 1
|  8 |0 |1 | 7 | 0 |0.931197169 |0.931197169 |0.971001723 |0.999433961 |0.999923762 |0.999998811 |0.999999312 | 1
|  9 |0 |1 | 7 | 0 |0.923419971 |0.923419971 |0.962891935 |0.999141222 |0.999923762 |0.999998334 |0.999999039 | 1
| 10 |0 |1 | 7 | 0 |0.915707728 |0.915707728 |0.954849906 |0.998802935 |0.999923762 |0.999997834 |0.999998733 | 1
| 11 |0 |1 | 7 | 0 |0.908059896 |0.908059896 |0.94687509  |0.998463196 |0.999923762 |0.99999729  |0.999998347 | 1
| 12 |0 |1 | 7 | 0 |0.900475937 |0.900475937 |0.938966879 |0.998126295 |0.999923762 |0.999996751 |0.999997964 | 1
| 13 |0 |1 | 7 | 0 |0.892955318 |0.892955318 |0.931124717 |0.997792209 |0.999923762 |0.999996215 |0.999997583 | 1
| 14 |0 |1 | 7 | 0 |0.88549751  |0.88549751  |0.923348052 |0.997460913 |0.999923762 |0.999995682 |0.999997205 | 1
| 15 |0 |1 | 7 | 0 |0.878101988 |0.878101988 |0.915636338 |0.997132386 |0.999923762 |0.999995152 |0.999996828 | 1
| 16 |0 |1 | 7 | 0 |0.870768232 |0.870768232 |0.907989032 |0.996806603 |0.999923762 |0.999994626 |0.999996455 | 1
| 17 |0 |1 | 7 | 0 |0.863495727 |0.863495727 |0.900405595 |0.996483541 |0.999923762 |0.999994104 |0.999996083 | 1
| 18 |0 |1 | 7 | 0 |0.85628396  |0.85628396  |0.892885496 |0.996163179 |0.999923762 |0.999993584 |0.999995715 | 1
| 19 |0 |1 | 7 | 0 |0.849132425 |0.849132425 |0.885428204 |0.995845492 |0.999923762 |0.999993068 |0.999995348 | 1
| 20 |0 |1 | 7 | 0 |0.842040618 |0.842040618 |0.878033195 |0.99553046  |0.999923762 |0.999992556 |0.999994984 | 1
| 21 |0 |1 | 7 | 0 |0.83500804  |0.83500804  |0.870699948 |0.99521806  |0.999923762 |0.999992046 |0.999994622 | 1
| 22 |0 |1 | 7 | 0 |0.828034198 |0.828034198 |0.863427949 |0.994908269 |0.999923762 |0.99999154  |0.999994263 | 1
| 23 |0 |1 | 7 | 0 |0.8211186   |0.8211186   |0.856216685 |0.994601066 |0.999923762 |0.999991037 |0.999993905 | 1
| 24 |0 |1 | 7 | 0 |0.81426076  |0.81426076  |0.849065649 |0.99429643  |0.999923762 |0.999990538 |0.999993551 | 1
| 25 |0 |1 | 7 | 0 |0.807460195 |0.807460195 |0.841974339 |0.993994338 |0.999923762 |0.999990041 |0.999993198 | 1
| 26 |0 |1 | 7 | 0 |0.800716427 |0.800716427 |0.834942255 |0.993694771 |0.999923762 |0.999989548 |0.999992848 | 1
| 27 |0 |1 | 7 | 0 |0.794028982 |0.794028982 |0.827968902 |0.993397706 |0.999923762 |0.999989059 |0.9999925   | 1
| 28 |0 |1 | 7 | 0 |0.78739739  |0.78739739  |0.82105379  |0.993103122 |0.999923762 |0.999988572 |0.999992154 | 1
| 29 |0 |1 | 7 | 0 |0.780821183 |0.780821183 |0.814196434 |0.992810999 |0.999923762 |0.999988088 |0.999991811 | 1
| 30 |0 |1 | 7 | 0 |0.7742999   |0.7742999   |0.807396349 |0.992521317 |0.999923762 |0.999987608 |0.99999147  | 1
| 31 |0 |1 | 7 | 0 |0.767833081 |0.767833081 |0.800653058 |0.992234055 |0.999923762 |0.999987131 |0.999991131 | 1
| 32 |0 |1 | 7 | 0 |0.761420273 |0.761420273 |0.793966088 |0.991949192 |0.999923762 |0.999986657 |0.999990794 | 1
| 33 |0 |1 | 7 | 0 |0.755061022 |0.755061022 |0.787334966 |0.99166671  |0.999923762 |0.999986186 |0.99999046  | 1
| 34 |0 |1 | 7 | 0 |0.748284649 |0.748284649 |0.780268889 |0.991365699 |0.999923762 |0.999985684 |0.999990103 | 1
| 35 |0 |1 | 7 | 0 |0.740565773 |0.740565773 |0.772220017 |0.991022822 |0.999923762 |0.99998511  |0.999989695 | 1
| 36 |0 |1 | 7 | 0 |0.731785227 |0.731785227 |0.763064088 |0.990632786 |0.999923762 |0.999984456 |0.999989231 | 1
| 37 |0 |1 | 7 | 0 |0.721812576 |0.721812576 |0.752665091 |0.990189798 |0.999923762 |0.999983711 |0.999988702 | 1
| 38 |0 |1 | 7 | 0 |0.710506322 |0.710506322 |0.74087548  |0.989687572 |0.999923762 |0.999982864 |0.9999881   | 1
| 39 |0 |1 | 7 | 0 |0.697714642 |0.697714642 |0.727536943 |0.989119366 |0.999923762 |0.999981903 |0.999987417 | 1
| 40 |0 |1 | 7 | 0 |0.684004976 |0.684004976 |0.713241179 |0.988510386 |0.999923762 |0.999980869 |0.999986683 | 1
| 41 |0 |1 | 7 | 0 |0.670019308 |0.670019308 |0.698657617 |0.987889148 |0.999923762 |0.99997981  |0.99998593  | 1
| 42 |0 |1 | 7 | 0 |0.655763687 |0.655763687 |0.683792566 |0.987255923 |0.999923762 |0.999978726 |0.999985161 | 1
| 43 |0 |1 | 7 | 0 |0.641245213 |0.641245213 |0.66865343  |0.986611025 |0.999923762 |0.999977618 |0.999984374 | 1
| 44 |0 |1 | 7 | 0 |0.626472086 |0.626472086 |0.653248758 |0.985954818 |0.999923762 |0.999976486 |0.99998357  | 1
| 45 |0 |1 | 7 | 0 |0.611453651 |0.611453651 |0.637588297 |0.985287719 |0.999923762 |0.999975331 |0.999982749 | 1
| 46 |0 |1 | 7 | 0 |0.596200449 |0.596200449 |0.621683038 |0.984610195 |0.999923762 |0.999974152 |0.999981911 | 1
| 47 |0 |1 | 7 | 0 |0.580724252 |0.580724252 |0.605545256 |0.98392277  |0.999923762 |0.999972951 |0.999981058 | 1
| 48 |0 |1 | 7 | 0 |0.565038105 |0.565038105 |0.589188554 |0.983226023 |0.999923762 |0.999971728 |0.99998019  | 1
| 49 |0 |1 | 7 | 0 |0.549156356 |0.549156356 |0.572627895 |0.982520592 |0.999923762 |0.999970484 |0.999979306 | 1
| 50 |0 |1 | 7 | 0 |0.533094683 |0.533094683 |0.555879625 |0.981807172 |0.999923762 |0.999969221 |0.999978409 | 1
| 51 |0 |1 | 7 | 0 |0.516870113 |0.516870113 |0.5389615   |0.981086522 |0.999923762 |0.999967939 |0.999977498 | 1
| 52 |0 |1 | 7 | 0 |0.500501034 |0.500501034 |0.521892696 |0.980359457 |0.999923762 |0.99996664  |0.999976575 | 1
| 53 |0 |1 | 7 | 0 |0.484007198 |0.484007198 |0.504693808 |0.979626855 |0.999923762 |0.999965324 |0.999975641 | 1
| 54 |0 |1 | 7 | 0 |0.467409714 |0.467409714 |0.487386848 |0.978889654 |0.999923762 |0.999963994 |0.999974696 | 1
| 55 |0 |1 | 7 | 0 |0.45073103  |0.45073103  |0.469995222 |0.978148851 |0.999923762 |0.999962651 |0.999973742 | 1
| 56 |0 |1 | 7 | 0 |0.433994901 |0.433994901 |0.452543703 |0.977405501 |0.999923762 |0.999961297 |0.99997278  | 1
| 57 |0 |1 | 7 | 0 |0.417226349 |0.417226349 |0.435058382 |0.976660715 |0.999923762 |0.999959934 |0.999971812 | 1
| 58 |0 |1 | 7 | 0 |0.400451606 |0.400451606 |0.417566611 |0.97591566  |0.999923762 |0.999958564 |0.999970839 | 1
