Description: This is a version of the input file 'infimm1.txt'`used with the
             TB`IBM.`It specifies the probabilities of various disease states
             for migrants upon entry to the UK.`This version is ARImed,`
             and was constructed using the ARI`method for 'infimm',`using
             mid-value ARIs`for ONUK,`UK,`and SSA-born.
             for UK-born.
Label a:     Age in years
Label s:`    Sex, 0=male, 1=female
Label r:`    Region of birth, 0=ONUK-born, 1=UK-born, 2=SSA-born
Label y:`    Array index for year (0=1981)
Label q:`    Disease state, cumlative`probabilities where 0=Always 0,
             1=Uninfected, 2=Immune, 3=Recent Infection, 4=Latent Infection,
             5=Reinfection, 6=Primary Disease, 7=Reactivation Disease,
             8=Reinfection Disease

|a   |s |r |y  |q0 |q1          |q2          |q3          |q4          |q5          |q6          |q7          |q8
| 35 |1 |0 |25 | 0 |0.797605446 |0.797605446 |0.817633453 |0.988911338 |0.994146732 |0.99993236  |0.99999915  | 1
| 36 |1 |0 |25 | 0 |0.792540651 |0.792540651 |0.812407157 |0.988742687 |0.994146732 |0.999929944 |0.999999117 | 1
| 37 |1 |0 |25 | 0 |0.787508018 |0.787508018 |0.807214077 |0.988575108 |0.994146732 |0.999927515 |0.999999084 | 1
| 38 |1 |0 |25 | 0 |0.782507342 |0.782507342 |0.802054002 |0.988408593 |0.994146732 |0.999925073 |0.999999051 | 1
| 39 |1 |0 |25 | 0 |0.777538421 |0.777538421 |0.796926723 |0.988243136 |0.994146732 |0.999922617 |0.999999018 | 1
| 40 |1 |0 |25 | 0 |0.772601052 |0.772601052 |0.791832031 |0.988078729 |0.994146732 |0.999920147 |0.999998985 | 1
| 41 |1 |0 |25 | 0 |0.767695035 |0.767695035 |0.786769719 |0.987915368 |0.994146732 |0.999917664 |0.999998951 | 1
| 42 |1 |0 |25 | 0 |0.762820172 |0.762820172 |0.781739583 |0.987753044 |0.994146732 |0.999915167 |0.999998917 | 1
| 43 |1 |0 |25 | 0 |0.757976263 |0.757976263 |0.776741418 |0.987591751 |0.994146732 |0.999912657 |0.999998883 | 1
| 44 |1 |0 |25 | 0 |0.753163114 |0.753163114 |0.771775021 |0.987431483 |0.994146732 |0.999910132 |0.999998849 | 1
| 45 |1 |0 |25 | 0 |0.748380528 |0.748380528 |0.76684019  |0.987272232 |0.994146732 |0.999907594 |0.999998815 | 1
| 46 |1 |0 |25 | 0 |0.743628312 |0.743628312 |0.761936726 |0.987113994 |0.994146732 |0.999905042 |0.99999878  | 1
| 47 |1 |0 |25 | 0 |0.738906272 |0.738906272 |0.757064429 |0.986956761 |0.994146732 |0.999902475 |0.999998746 | 1
| 48 |1 |0 |25 | 0 |0.734214217 |0.734214217 |0.752223101 |0.986800526 |0.994146732 |0.999899895 |0.999998711 | 1
| 49 |1 |0 |25 | 0 |0.729551957 |0.729551957 |0.747412546 |0.986645284 |0.994146732 |0.9998973   |0.999998676 | 1
| 50 |1 |0 |25 | 0 |0.724585628 |0.724585628 |0.742288286 |0.986479918 |0.994146732 |0.999894502 |0.999998638 | 1
| 51 |1 |0 |25 | 0 |0.718928033 |0.718928033 |0.73645082  |0.986291535 |0.994146732 |0.99989127  |0.999998594 | 1
| 52 |1 |0 |25 | 0 |0.712475939 |0.712475939 |0.729793655 |0.986076698 |0.994146732 |0.999887527 |0.999998544 | 1
| 53 |1 |0 |25 | 0 |0.705126445 |0.705126445 |0.722210644 |0.985831981 |0.994146732 |0.999883185 |0.999998485 | 1
| 54 |1 |0 |25 | 0 |0.696766087 |0.696766087 |0.713584754 |0.985553607 |0.994146732 |0.999878143 |0.999998417 | 1
| 55 |1 |0 |25 | 0 |0.687270671 |0.687270671 |0.703787894 |0.98523744  |0.994146732 |0.999872279 |0.999998338 | 1
| 56 |1 |0 |25 | 0 |0.676505471 |0.676505471 |0.692681122 |0.984878997 |0.994146732 |0.999865446 |0.999998245 | 1
| 57 |1 |0 |25 | 0 |0.664325929 |0.664325929 |0.68011538  |0.984473464 |0.994146732 |0.999857469 |0.999998138 | 1
| 58 |1 |0 |25 | 0 |0.651272331 |0.651272331 |0.666648169 |0.984038832 |0.994146732 |0.999848616 |0.999998018 | 1
| 59 |1 |0 |25 | 0 |0.637955938 |0.637955938 |0.65291018  |0.983595455 |0.994146732 |0.999839241 |0.999997891 | 1
| 60 |1 |0 |25 | 0 |0.624382512 |0.624382512 |0.638907398 |0.983143525 |0.994146732 |0.999829308 |0.999997757 | 1
| 61 |1 |0 |25 | 0 |0.610558811 |0.610558811 |0.62464684  |0.982683268 |0.994146732 |0.999818776 |0.999997615 | 1
| 62 |1 |0 |25 | 0 |0.596492642 |0.596492642 |0.610136611 |0.982214944 |0.994146732 |0.9998076   |0.999997464 | 1
| 63 |1 |0 |25 | 0 |0.582192906 |0.582192906 |0.595385945 |0.981738851 |0.994146732 |0.999795734 |0.999997304 | 1
| 64 |1 |0 |25 | 0 |0.567669636 |0.567669636 |0.580405255 |0.981255322 |0.994146732 |0.999783125 |0.999997133 | 1
| 65 |1 |0 |25 | 0 |0.552934044 |0.552934044 |0.565206169 |0.980764733 |0.994146732 |0.999769717 |0.999996952 | 1
| 66 |1 |0 |25 | 0 |0.537998548 |0.537998548 |0.549801572 |0.980267498 |0.994146732 |0.999755447 |0.999996759 | 1
| 67 |1 |0 |25 | 0 |0.52287681  |0.52287681  |0.534205634 |0.979764073 |0.994146732 |0.999740249 |0.999996554 | 1
| 68 |1 |0 |25 | 0 |0.507583759 |0.507583759 |0.518433839 |0.979254955 |0.994146732 |0.999724049 |0.999996335 | 1
| 69 |1 |0 |25 | 0 |0.492135606 |0.492135606 |0.502503006 |0.978740686 |0.994146732 |0.999706767 |0.999996101 | 1
| 70 |1 |0 |25 | 0 |0.476549859 |0.476549859 |0.486431297 |0.978221851 |0.994146732 |0.999688313 |0.999995852 | 1
| 71 |1 |0 |25 | 0 |0.460845326 |0.460845326 |0.470238224 |0.977699077 |0.994146732 |0.999668593 |0.999995586 | 1
| 72 |1 |0 |25 | 0 |0.445042105 |0.445042105 |0.453944641 |0.977173034 |0.994146732 |0.9996475   |0.999995301 | 1
| 73 |1 |0 |25 | 0 |0.429161569 |0.429161569 |0.43757273  |0.976644436 |0.994146732 |0.999624919 |0.999994996 | 1
| 74 |1 |0 |25 | 0 |0.413226337 |0.413226337 |0.421145968 |0.976114039 |0.994146732 |0.999600723 |0.999994669 | 1
| 75 |1 |0 |25 | 0 |0.397260234 |0.397260234 |0.40468909  |0.975582637 |0.994146732 |0.999574773 |0.999994318 | 1
| 76 |1 |0 |25 | 0 |0.381288236 |0.381288236 |0.388228032 |0.975051065 |0.994146732 |0.999546916 |0.999993942 | 1
| 77 |1 |0 |25 | 0 |0.365336401 |0.365336401 |0.371789865 |0.974520192 |0.994146732 |0.999516984 |0.999993537 | 1
| 78 |1 |0 |25 | 0 |0.349431787 |0.349431787 |0.355402705 |0.973990922 |0.994146732 |0.999484795 |0.999993102 | 1
| 79 |1 |0 |25 | 0 |0.333602353 |0.333602353 |0.339095617 |0.97346419  |0.994146732 |0.999450147 |0.999992634 | 1
| 80 |1 |0 |25 | 0 |0.317876844 |0.317876844 |0.322898497 |0.972940955 |0.994146732 |0.999412818 |0.99999213  | 1
| 81 |1 |0 |25 | 0 |0.302284661 |0.302284661 |0.306841939 |0.9724222   |0.994146732 |0.999372569 |0.999991586 | 1
| 82 |1 |0 |25 | 0 |0.286855708 |0.286855708 |0.29095708  |0.971908924 |0.994146732 |0.999329134 |0.999990999 | 1
| 83 |1 |0 |25 | 0 |0.271620237 |0.271620237 |0.275275436 |0.971402139 |0.994146732 |0.999282227 |0.999990365 | 1
| 84 |1 |0 |25 | 0 |0.256608655 |0.256608655 |0.259828715 |0.970902862 |0.994146732 |0.999231533 |0.99998968  | 1
| 85 |1 |0 |25 | 0 |0.241851342 |0.241851342 |0.244648617 |0.970412109 |0.994146732 |0.999176713 |0.99998894  | 1
| 86 |1 |0 |25 | 0 |0.227378428 |0.227378428 |0.229766617 |0.969930889 |0.994146732 |0.999117399 |0.999988138 | 1
| 87 |1 |0 |25 | 0 |0.213219577 |0.213219577 |0.215213734 |0.969460194 |0.994146732 |0.999053195 |0.999987271 | 1
| 88 |1 |0 |25 | 0 |0.199403751 |0.199403751 |0.201020291 |0.969000996 |0.994146732 |0.998983678 |0.999986331 | 1
| 89 |1 |0 |25 | 0 |0.185958965 |0.185958965 |0.187215658 |0.968554234 |0.994146732 |0.998908399 |0.999985314 | 1
| 90 |1 |0 |25 | 0 |0.172912038 |0.172912038 |0.173827996 |0.968120806 |0.994146732 |0.998826885 |0.999984213 | 1
| 91 |1 |0 |25 | 0 |0.16028834  |0.16028834  |0.160883986 |0.967701565 |0.994146732 |0.998738644 |0.999983021 | 1
| 92 |1 |0 |25 | 0 |0.148111536 |0.148111536 |0.148408564 |0.967297305 |0.994146732 |0.998643174 |0.999981731 | 1
| 93 |1 |0 |25 | 0 |0.136403341 |0.136403341 |0.136446987 |0.966931095 |0.99416907  |0.998539969 |0.999980336 | 1
| 94 |1 |0 |25 | 0 |0.125183273 |0.125183273 |0.125183273 |0.966766962 |0.994377116 |0.998428537 |0.999978831 | 1
| 95 |1 |0 |25 | 0 |0.114468429 |0.114468429 |0.114468429 |0.966638376 |0.994603767 |0.998308413 |0.999977208 | 1
| 96 |1 |0 |25 | 0 |0.104273269 |0.104273269 |0.104273269 |0.966501299 |0.994804494 |0.998179185 |0.999975461 | 1
| 97 |1 |0 |25 | 0 |0.09460943  |0.09460943  |0.09460943  |0.966355411 |0.994978587 |0.998040519 |0.999973588 | 1
| 98 |1 |0 |25 | 0 |0.085485559 |0.085485559 |0.085485559 |0.966200501 |0.995125545 |0.997892192 |0.999971584 | 1
| 99 |1 |0 |25 | 0 |0.076907181 |0.076907181 |0.076907181 |0.966036504 |0.995245115 |0.997734133 |0.999969448 | 1
|100 |1 |0 |25 | 0 |0.068876608 |0.068876608 |0.068876608 |0.965863536 |0.995337341 |0.997566458 |0.999967183 | 1
|101 |1 |0 |25 | 0 |0.061392877 |0.061392877 |0.061392877 |0.965681944 |0.995402605 |0.997389518 |0.999964792 | 1
|102 |1 |0 |25 | 0 |0.054451737 |0.054451737 |0.054451737 |0.965492341 |0.995441669 |0.99720394  |0.999962284 | 1
|103 |1 |0 |25 | 0 |0.048045684 |0.048045684 |0.048045684 |0.965295643 |0.995455714 |0.99701066  |0.999959673 | 1
|104 |1 |0 |25 | 0 |0.042164043 |0.042164043 |0.042164043 |0.965093095 |0.995446356 |0.99681095  |0.999956975 | 1
|105 |1 |0 |25 | 0 |0.03679309  |0.03679309  |0.03679309  |0.964886277 |0.995415654 |0.996606423 |0.999954211 | 1
|106 |1 |0 |25 | 0 |0.031962861 |0.031962861 |0.031962861 |0.964679222 |0.995366698 |0.996401141 |0.999951437 | 1
|107 |1 |0 |25 | 0 |0.027681147 |0.027681147 |0.027681147 |0.964476089 |0.99530344  |0.99619931  |0.99994871  | 1
|108 |1 |0 |25 | 0 |0.02389736  |0.02389736  |0.02389736  |0.964278771 |0.995229488 |0.9960029   |0.999946057 | 1
|109 |1 |0 |25 | 0 |0.020564147 |0.020564147 |0.020564147 |0.964089042 |0.995148216 |0.995813752 |0.999943501 | 1
|110 |1 |0 |25 | 0 |0.01763734  |0.01763734  |0.01763734  |0.963908477 |0.995062693 |0.995633507 |0.999941066 | 1
|111 |1 |0 |25 | 0 |0.015075884 |0.015075884 |0.015075884 |0.963738399 |0.994975628 |0.995463543 |0.999938769 | 1
|112 |1 |0 |25 | 0 |0.012841763 |0.012841763 |0.012841763 |0.963579835 |0.994889329 |0.995304939 |0.999936626 | 1
|113 |1 |0 |25 | 0 |0.010899899 |0.010899899 |0.010899899 |0.963433495 |0.994805684 |0.995158447 |0.999934647 | 1
|114 |1 |0 |25 | 0 |0.009218052 |0.009218052 |0.009218052 |0.96329977  |0.994726163 |0.995024495 |0.999932837 | 1
|115 |1 |0 |25 | 0 |0.007766699 |0.007766699 |0.007766699 |0.963178747 |0.994651838 |0.994903199 |0.999931198 | 1
|116 |1 |0 |25 | 0 |0.006518912 |0.006518912 |0.006518912 |0.963070239 |0.994583418 |0.994794396 |0.999929728 | 1
|117 |1 |0 |25 | 0 |0.005450229 |0.005450229 |0.005450229 |0.962973826 |0.994521291 |0.994697682 |0.999928421 | 1
|118 |1 |0 |25 | 0 |0.004538517 |0.004538517 |0.004538517 |0.9628889   |0.994465578 |0.994612462 |0.99992727  | 1
|119 |1 |0 |25 | 0 |0.003763829 |0.003763829 |0.003763829 |0.962814713 |0.994416185 |0.994537998 |0.999926264 | 1
|120 |1 |0 |25 | 0 |0.003108269 |0.003108269 |0.003108269 |0.962750422 |0.994372856 |0.994473452 |0.999925391 | 1
|  0 |0 |0 |26 | 0 |0.997077862 |0.997077862 |0.997077862 |0.997077862 |0.997077862 |1.          |1.          | 1
|  1 |0 |0 |26 | 0 |0.991254927 |0.991254927 |0.994146732 |0.994146732 |0.994146732 |1.          |1.          | 1
|  2 |0 |0 |26 | 0 |0.985465999 |0.985465999 |0.994146732 |0.994146732 |0.994146732 |1.          |1.          | 1
|  3 |0 |0 |26 | 0 |0.979710877 |0.979710877 |0.994146732 |0.994146732 |0.994146732 |1.          |1.          | 1
|  4 |0 |0 |26 | 0 |0.973989366 |0.973989366 |0.994146732 |0.994146732 |0.994146732 |1.          |1.          | 1
|  5 |0 |0 |26 | 0 |0.968301268 |0.968301268 |0.991229076 |0.994139212 |0.994146732 |0.999995518 |0.999996837 | 1
|  6 |0 |0 |26 | 0 |0.962646388 |0.962646388 |0.985423909 |0.994105342 |0.994146732 |0.999977751 |0.999988063 | 1
|  7 |0 |0 |26 | 0 |0.957024533 |0.957024533 |0.979659635 |0.994040274 |0.994146732 |0.999953096 |0.99997658  | 1
|  8 |0 |0 |26 | 0 |0.95143551  |0.95143551  |0.973932549 |0.99394319  |0.994146732 |0.99992506  |0.999963404 | 1
|  9 |0 |0 |26 | 0 |0.945879127 |0.945879127 |0.968241171 |0.993813911 |0.994146732 |0.999894927 |0.999948912 | 1
| 10 |0 |0 |26 | 0 |0.940355193 |0.940355193 |0.962584333 |0.993663721 |0.994146732 |0.999863667 |0.999932698 | 1
| 11 |0 |0 |26 | 0 |0.934863518 |0.934863518 |0.956962128 |0.993516661 |0.994146732 |0.999830993 |0.999912194 | 1
| 12 |0 |0 |26 | 0 |0.929403915 |0.929403915 |0.951372765 |0.993370465 |0.994146732 |0.999798501 |0.999891805 | 1
| 13 |0 |0 |26 | 0 |0.923976197 |0.923976197 |0.945816052 |0.993225127 |0.994146732 |0.999766191 |0.99987153  | 1
| 14 |0 |0 |26 | 0 |0.918580176 |0.918580176 |0.940291798 |0.993080643 |0.994146732 |0.999734061 |0.999851369 | 1
| 15 |0 |0 |26 | 0 |0.913215667 |0.913215667 |0.934799814 |0.992937008 |0.994146732 |0.999702111 |0.99983132  | 1
| 16 |0 |0 |26 | 0 |0.907882488 |0.907882488 |0.92933991  |0.992794217 |0.994146732 |0.99967034  |0.999811384 | 1
| 17 |0 |0 |26 | 0 |0.902580454 |0.902580454 |0.9239119   |0.992652264 |0.994146732 |0.999638747 |0.999791559 | 1
| 18 |0 |0 |26 | 0 |0.897309384 |0.897309384 |0.918515598 |0.992511145 |0.994146732 |0.999607331 |0.999771845 | 1
| 19 |0 |0 |26 | 0 |0.892069098 |0.892069098 |0.913150817 |0.992370855 |0.994146732 |0.999576091 |0.999752241 | 1
| 20 |0 |0 |26 | 0 |0.886859414 |0.886859414 |0.907817374 |0.992231389 |0.994146732 |0.999545026 |0.999732748 | 1
| 21 |0 |0 |26 | 0 |0.881680155 |0.881680155 |0.902515085 |0.992092742 |0.994146732 |0.999514135 |0.999713364 | 1
| 22 |0 |0 |26 | 0 |0.876531143 |0.876531143 |0.897243769 |0.99195491  |0.994146732 |0.999483417 |0.999694088 | 1
| 23 |0 |0 |26 | 0 |0.871412201 |0.871412201 |0.892003245 |0.991817886 |0.994146732 |0.999452872 |0.99967492  | 1
| 24 |0 |0 |26 | 0 |0.866323154 |0.866323154 |0.886793332 |0.991681668 |0.994146732 |0.999422497 |0.99965586  | 1
| 25 |0 |0 |26 | 0 |0.861263827 |0.861263827 |0.881613853 |0.991546249 |0.994146732 |0.999392294 |0.999636907 | 1
| 26 |0 |0 |26 | 0 |0.856234046 |0.856234046 |0.876464628 |0.991411625 |0.994146732 |0.999362259 |0.99961806  | 1
| 27 |0 |0 |26 | 0 |0.851233639 |0.851233639 |0.871345482 |0.991277792 |0.994146732 |0.999332393 |0.999599319 | 1
| 28 |0 |0 |26 | 0 |0.846262435 |0.846262435 |0.866256238 |0.991144745 |0.994146732 |0.999302695 |0.999580683 | 1
| 29 |0 |0 |26 | 0 |0.841320262 |0.841320262 |0.861196723 |0.991012479 |0.994146732 |0.999273163 |0.999562152 | 1
| 30 |0 |0 |26 | 0 |0.836406952 |0.836406952 |0.856166761 |0.99088099  |0.994146732 |0.999243798 |0.999543724 | 1
| 31 |0 |0 |26 | 0 |0.831522335 |0.831522335 |0.851166181 |0.990750272 |0.994146732 |0.999214597 |0.999525401 | 1
| 32 |0 |0 |26 | 0 |0.826666245 |0.826666245 |0.846194811 |0.990620322 |0.994146732 |0.99918556  |0.99950718  | 1
| 33 |0 |0 |26 | 0 |0.821838514 |0.821838514 |0.84125248  |0.990491135 |0.994146732 |0.999156687 |0.999489062 | 1
| 34 |0 |0 |26 | 0 |0.817038977 |0.817038977 |0.836339019 |0.990362707 |0.994146732 |0.999127976 |0.999471045 | 1
| 35 |0 |0 |26 | 0 |0.812267469 |0.812267469 |0.831454258 |0.990235032 |0.994146732 |0.999099426 |0.99945313  | 1
| 36 |0 |0 |26 | 0 |0.807523827 |0.807523827 |0.826598031 |0.990108107 |0.994146732 |0.999071037 |0.999435316 | 1
| 37 |0 |0 |26 | 0 |0.802807888 |0.802807888 |0.82177017  |0.989981927 |0.994146732 |0.999042807 |0.999417601 | 1
| 38 |0 |0 |26 | 0 |0.79811949  |0.79811949  |0.816970509 |0.989856487 |0.994146732 |0.999014737 |0.999399987 | 1
| 39 |0 |0 |26 | 0 |0.793458472 |0.793458472 |0.812198885 |0.989731784 |0.994146732 |0.998986824 |0.999382471 | 1
| 40 |0 |0 |26 | 0 |0.788824675 |0.788824675 |0.807455133 |0.989607813 |0.994146732 |0.998959068 |0.999365054 | 1
| 41 |0 |0 |26 | 0 |0.784217938 |0.784217938 |0.802739091 |0.98948457  |0.994146732 |0.998931469 |0.999347735 | 1
| 42 |0 |0 |26 | 0 |0.779638106 |0.779638106 |0.798050595 |0.989362049 |0.994146732 |0.998904025 |0.999330514 | 1
| 43 |0 |0 |26 | 0 |0.775085019 |0.775085019 |0.793389487 |0.989240248 |0.994146732 |0.998876735 |0.99931339  | 1
| 44 |0 |0 |26 | 0 |0.770558523 |0.770558523 |0.788755605 |0.989119162 |0.994146732 |0.9988496   |0.999296362 | 1
| 45 |0 |0 |26 | 0 |0.766058461 |0.766058461 |0.78414879  |0.988998787 |0.994146732 |0.998822617 |0.99927943  | 1
| 46 |0 |0 |26 | 0 |0.76158468  |0.76158468  |0.779568885 |0.988879118 |0.994146732 |0.998795786 |0.999262593 | 1
| 47 |0 |0 |26 | 0 |0.757137025 |0.757137025 |0.775015731 |0.988760151 |0.994146732 |0.998769107 |0.999245852 | 1
| 48 |0 |0 |26 | 0 |0.752715345 |0.752715345 |0.770489174 |0.988641882 |0.994146732 |0.998742578 |0.999229205 | 1
| 49 |0 |0 |26 | 0 |0.748319487 |0.748319487 |0.765989057 |0.988524308 |0.994146732 |0.998716198 |0.999212651 | 1
| 50 |0 |0 |26 | 0 |0.743769397 |0.743769397 |0.761331055 |0.988402611 |0.994146732 |0.998688888 |0.999195514 | 1
| 51 |0 |0 |26 | 0 |0.738716897 |0.738716897 |0.756158734 |0.988267482 |0.994146732 |0.998658555 |0.99917648  | 1
| 52 |0 |0 |26 | 0 |0.732948964 |0.732948964 |0.750254023 |0.988113224 |0.994146732 |0.998623918 |0.999154745 | 1
| 53 |0 |0 |26 | 0 |0.726371037 |0.726371037 |0.743520121 |0.98793731  |0.994146732 |0.998584406 |0.999129951 | 1
| 54 |0 |0 |26 | 0 |0.718878209 |0.718878209 |0.735849638 |0.987736938 |0.994146732 |0.998539384 |0.999101699 | 1
| 55 |0 |0 |26 | 0 |0.710354803 |0.710354803 |0.727124161 |0.987509018 |0.994146732 |0.998488151 |0.99906955  | 1
| 56 |0 |0 |26 | 0 |0.700674203 |0.700674203 |0.71721408  |0.987250169 |0.994146732 |0.998429938 |0.99903302  | 1
| 57 |0 |0 |26 | 0 |0.689699053 |0.689699053 |0.705978793 |0.986956726 |0.994146732 |0.998363908 |0.998991586 | 1
| 58 |0 |0 |26 | 0 |0.677281979 |0.677281979 |0.693267445 |0.986624754 |0.994146732 |0.998289164 |0.998944684 | 1
| 59 |0 |0 |26 | 0 |0.663973803 |0.663973803 |0.679643923 |0.986268989 |0.994146732 |0.998209008 |0.998894385 | 1
| 60 |0 |0 |26 | 0 |0.650397707 |0.650397707 |0.665746184 |0.985906093 |0.994146732 |0.998127189 |0.998843043 | 1
| 61 |0 |0 |26 | 0 |0.636559563 |0.636559563 |0.651580241 |0.985536225 |0.994146732 |0.998043737 |0.998790677 | 1
| 62 |0 |0 |26 | 0 |0.622466265 |0.622466265 |0.637153154 |0.985159572 |0.994146732 |0.997958693 |0.99873731  | 1
| 63 |0 |0 |26 | 0 |0.60812577  |0.60812577  |0.622473072 |0.984776347 |0.994146732 |0.9978721   |0.998682972 | 1
| 64 |0 |0 |26 | 0 |0.593547153 |0.593547153 |0.607549287 |0.984386796 |0.994146732 |0.99778401  |0.998627696 | 1
| 65 |0 |0 |26 | 0 |0.578740643 |0.578740643 |0.592392275 |0.983991194 |0.994146732 |0.997694484 |0.998571517 | 1
| 66 |0 |0 |26 | 0 |0.563717668 |0.563717668 |0.577013736 |0.983589847 |0.994146732 |0.997603586 |0.998514478 | 1
| 67 |0 |0 |26 | 0 |0.548490892 |0.548490892 |0.561426636 |0.983183095 |0.994146732 |0.99751139  |0.998456624 | 1
| 68 |0 |0 |26 | 0 |0.533074242 |0.533074242 |0.545645235 |0.982771313 |0.994146732 |0.997417979 |0.998398008 | 1
| 69 |0 |0 |26 | 0 |0.517482937 |0.517482937 |0.529685114 |0.982354909 |0.994146732 |0.997323443 |0.998338686 | 1
| 70 |0 |0 |26 | 0 |0.501733505 |0.501733505 |0.513563195 |0.981934324 |0.994146732 |0.997227879 |0.998278718 | 1
| 71 |0 |0 |26 | 0 |0.485843797 |0.485843797 |0.497297752 |0.981510037 |0.994146732 |0.997131393 |0.998218173 | 1
| 72 |0 |0 |26 | 0 |0.469832985 |0.469832985 |0.480908414 |0.981082562 |0.994146732 |0.9970341   |0.998157121 | 1
| 73 |0 |0 |26 | 0 |0.453721561 |0.453721561 |0.464416157 |0.980652446 |0.994146732 |0.996936123 |0.998095639 | 1
| 74 |0 |0 |26 | 0 |0.437531314 |0.437531314 |0.447843287 |0.980220271 |0.994146732 |0.996837594 |0.998033811 | 1
| 75 |0 |0 |26 | 0 |0.421285305 |0.421285305 |0.431213411 |0.979786655 |0.994146732 |0.996738651 |0.997971724 | 1
| 76 |0 |0 |26 | 0 |0.405007822 |0.405007822 |0.414551393 |0.979352245 |0.994146732 |0.996639442 |0.997909469 | 1
| 77 |0 |0 |26 | 0 |0.388724329 |0.388724329 |0.397883297 |0.978917722 |0.994146732 |0.996540122 |0.997847145 | 1
| 78 |0 |0 |26 | 0 |0.372461393 |0.372461393 |0.381236318 |0.978483794 |0.994146732 |0.996440852 |0.997784853 | 1
| 79 |0 |0 |26 | 0 |0.356246598 |0.356246598 |0.364638691 |0.978051197 |0.994146732 |0.996341803 |0.997722698 | 1
| 80 |0 |0 |26 | 0 |0.34010845  |0.34010845  |0.348119595 |0.977620691 |0.994146732 |0.996243147 |0.997660791 | 1
| 81 |0 |0 |26 | 0 |0.324076254 |0.324076254 |0.331709024 |0.977193058 |0.994146732 |0.996145066 |0.997599244 | 1
| 82 |0 |0 |26 | 0 |0.308179983 |0.308179983 |0.315437659 |0.976769095 |0.994146732 |0.996047745 |0.997538175 | 1
| 83 |0 |0 |26 | 0 |0.292450127 |0.292450127 |0.299336706 |0.976349615 |0.994146732 |0.995951372 |0.9974777   | 1
| 84 |0 |0 |26 | 0 |0.276917524 |0.276917524 |0.283437729 |0.975935439 |0.994146732 |0.995856139 |0.99741794  | 1
| 85 |0 |0 |26 | 0 |0.261613179 |0.261613179 |0.26777246  |0.975527391 |0.994146732 |0.995762239 |0.997359017 | 1
| 86 |0 |0 |26 | 0 |0.24656806  |0.24656806  |0.252372596 |0.975126295 |0.994146732 |0.995669863 |0.997301051 | 1
| 87 |0 |0 |26 | 0 |0.231812887 |0.231812887 |0.237269577 |0.974732968 |0.994146732 |0.995579206 |0.997244162 | 1
| 88 |0 |0 |26 | 0 |0.217377902 |0.217377902 |0.222494354 |0.974348215 |0.994146732 |0.995490456 |0.997188471 | 1
| 89 |0 |0 |26 | 0 |0.203292632 |0.203292632 |0.208077147 |0.973972818 |0.994146732 |0.995403798 |0.997134092 | 1
| 90 |0 |0 |26 | 0 |0.189585639 |0.189585639 |0.194047185 |0.973607538 |0.994146732 |0.995319413 |0.99708114  | 1
| 91 |0 |0 |26 | 0 |0.176284264 |0.176284264 |0.18043245  |0.973253099 |0.994146732 |0.995237475 |0.997029723 | 1
| 92 |0 |0 |26 | 0 |0.163414371 |0.163414371 |0.16725941  |0.972910188 |0.994146732 |0.995158146 |0.996979943 | 1
| 93 |0 |0 |26 | 0 |0.151000089 |0.151000089 |0.154552758 |0.972579445 |0.994146732 |0.99508158  |0.996931898 | 1
| 94 |0 |0 |26 | 0 |0.139063554 |0.139063554 |0.142335146 |0.972261456 |0.994146732 |0.995007919 |0.996885675 | 1
| 95 |0 |0 |26 | 0 |0.127624666 |0.127624666 |0.130626938 |0.971956748 |0.994146732 |0.994937291 |0.996841355 | 1
| 96 |0 |0 |26 | 0 |0.116700855 |0.116700855 |0.11944597  |0.971665783 |0.994146732 |0.994869808 |0.996799009 | 1
| 97 |0 |0 |26 | 0 |0.106306864 |0.106306864 |0.108807325 |0.97138895  |0.994146732 |0.994805567 |0.996758697 | 1
| 98 |0 |0 |26 | 0 |0.096454555 |0.096454555 |0.098723141 |0.971126562 |0.994146732 |0.994744644 |0.996720468 | 1
| 99 |0 |0 |26 | 0 |0.087152745 |0.087152745 |0.089202438 |0.970878852 |0.994146732 |0.9946871   |0.996684358 | 1
|100 |0 |0 |26 | 0 |0.078407068 |0.078407068 |0.080250977 |0.970645965 |0.994146732 |0.994632974 |0.996650394 | 1
|101 |0 |0 |26 | 0 |0.070219878 |0.070219878 |0.071871165 |0.970427963 |0.994146732 |0.994582284 |0.996618585 | 1
|102 |0 |0 |26 | 0 |0.062590195 |0.062590195 |0.064061994 |0.970224817 |0.994146732 |0.994535028 |0.996588932 | 1
|103 |0 |0 |26 | 0 |0.055513684 |0.055513684 |0.056819024 |0.970036409 |0.994146732 |0.994491184 |0.996561419 | 1
|104 |0 |0 |26 | 0 |0.048982698 |0.048982698 |0.050134422 |0.969862533 |0.994146732 |0.994450707 |0.99653602  | 1
|105 |0 |0 |26 | 0 |0.042986349 |0.042986349 |0.043997045 |0.969702898 |0.994146732 |0.994413532 |0.996512692 | 1
|106 |0 |0 |26 | 0 |0.037510649 |0.037510649 |0.038392571 |0.969557129 |0.994146732 |0.994379576 |0.996491385 | 1
|107 |0 |0 |26 | 0 |0.032586219 |0.032586219 |0.033352337 |0.96942604  |0.994146732 |0.994349032 |0.996472218 | 1
|108 |0 |0 |26 | 0 |0.028221    |0.028221    |0.028884472 |0.969309841 |0.994146732 |0.99432195  |0.996455223 | 1
