18.45357071	18.45357071	149.935262	141.8618248	25.37365972	32.29374874
333.3176209	344.8511026	430.1988671	382.9115922	768.1298806	681.628768
58.82075663	65.74084564	327.55088	174.1555735	299.870524	314.8640502
14.9935262	17.30022254	409.4386	289.4903905	204.1426259	192.6091442
14.9935262	33.4470969	120.0090158	138.8339594	29.9870524	33.4470969
448.6524378	420.9720817	470.6235913	382.3816679	915.7584463	689.7022051
58.82075663	85.34776452	358.8504884	178.8369647	326.3975319	351.7711916
16.14687437	26.52700789	377.675432	261.1960932	221.4428485	219.1361521
31.14040057	35.75379324	142.709058	149.7275362	29.9870524	28.83370423
490.1729719	423.2787781	498.3119565	428.1271739	978.0392474	712.7691685
87.65446085	80.73437184	307.6432971	161.425	327.55088	346.0044507
10.38013352	12.68682986	382.5070652	293.6063406	217.982804	220.2895003
29.9870524	58.82075663	137.8291139	127.6613924	32.29374874	39.21383775
664.3285454	628.5747522	450.7689873	380.7246835	1071.460449	837.3307708
88.80780902	83.04106818	329.8860759	140.0886076	287.1836941	348.3111471
16.14687437	31.14040057	334.4050633	249.6740506	264.1167307	247.9698564
40.36718592	46.13392677	109.2828021	98.24413525	31.14040057	23.06696338
776.2033178	725.4559984	437.1312085	360.9644071	1214.475622	854.6309933
109.5680761	114.1814687	296.9401391	141.2949361	336.7776654	310.2506575
27.68035606	19.60691888	319.0174729	220.7733376	216.8294558	209.9093668
32.29374874	35.75379324	134.9591181	158.0009187	38.06048958	36.90714141
793.5035404	828.1039854	466.3221559	352.2103813	1279.06312	880.004653
123.4082541	141.8618248	309.4184658	133.8618895	334.470969	319.4774428
18.45357071	27.68035606	309.4184658	207.3762058	249.1232045	216.8294558
38.06048958	57.66740846	144.7411303	130.3775067	36.90714141	35.75379324
825.7972891	904.2249646	520.4051325	378.9786846	1464.752175	1026.479871
123.4082541	147.6285656	304.9507783	120.4334595	390.9850293	355.2312361
39.21383775	41.52053409	297.2165194	195.56626	279.1102569	271.0368197
28.83370423	44.9805786	101.0773167	138.1389994	28.83370423	38.06048958
881.1580012	870.7778677	493.032689	391.9553724	1437.071819	1068.000405
111.8747724	143.015173	283.0164866	148.2467311	409.4386	388.678333
32.29374874	39.21383775	287.5088118	172.9545196	260.6566862	260.6566862
31.14040057	42.67388226	162.2598025	158.948378	33.4470969	56.51406029
779.6633623	761.2097916	490.0908322	413.9280677	1568.55351	1084.147279
133.7883876	119.9482096	269.3291961	130.2493653	422.1254299	386.3716367
24.22031155	44.9805786	259.3949224	172.1940762	273.3435161	266.4234271
39.21383775	39.21383775	141.4993289	186.1260403	49.59397127	42.67388226
757.7497471	758.9030953	508.3091275	441.9132886	1621.607526	1245.616023
145.3218693	139.5551285	276.4679195	143.6762416	471.7194012	414.0519927
21.91361521	59.97410479	253.6103356	171.9761074	273.3435161	261.8100344
27.68035606	40.36718592	141.4656173	146.9487808	31.14040057	38.06048958
739.2961764	702.389035	531.8668559	427.6867501	1734.635646	1319.430305
151.0886102	155.7020028	336.6662366	154.6252097	497.0930609	487.8662755
42.67388226	50.74731944	268.6750097	198.4905174	331.0109245	269.8834716
